question_id,difficulty,llm_provider,rag_mode,is_trap,apr_eligible,pass_auto,matched_phrases,missing_phrases,forbidden_hit,retrieve_ms,latency_total_ms,ttft_ms,gen_tokens_per_sec,response_preview_chars,notes
Q004,easy,ollama,off,false,true,false,,enfermeiro(a),false,,13340.7,461.7,31.718,"A consulta de pré-natal de baixo risco pode ser realizada por médicos, enfermeiros ou técnicos de enfermagem, conforme as diretrizes do Ministério da Saúde para a Atenção Primária.  **Com base nos tre","{""latency_ms"": 13340.7, ""ttft_ms"": 461.7, ""response_len"": 1790, ""ollama_total_duration_ns"": 13249578979, ""ollama_eval_count"": 404, ""ollama_eval_duration_ns"": 12737193131, ""gen_tokens_per_sec"": 31.718, ""rag_mode"": ""off""}"
Q004,easy,gemini,on,false,true,false,,enfermeiro(a),false,367.1,4069.9,3248.2,323.000,A consulta de pré-natal de baixo risco pode ser realizada tanto por profissional médico quanto por profissional de enfermagem [5].  **Com base nos trechos recuperados:** *   A atenção pré-natal deve s,"{""latency_ms"": 4069.9, ""ttft_ms"": 3248.2, ""rag_ms"": 367.114, ""chunks_retrieved"": ""GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p57:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualTecnico_PrenatalPuerperio#p101:ManualTecnico PrenatalPuerperio;ManualTecnico_PrenatalPuerperio#p52:ManualTecnico PrenatalPuerperio;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p260:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualTecnico_PrenatalPuerperio#p92:ManualTecnico PrenatalPuerperio;ManualTecnico_PrenatalPuerperio#p51:ManualTecnico PrenatalPuerperio"", ""response_len"": 1196, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 323.0, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q005,medium,ollama,on,false,true,false,,3 doses,false,374.8,13485.5,2793.5,32.052,"Para gestantes nunca vacinadas, o esquema básico de profilaxia do tétano neonatal compreende **duas doses** da vacina dupla adulto (dT) durante a gestação [5].  *   A primeira dose pode ser administra","{""latency_ms"": 13485.5, ""ttft_ms"": 2793.5, ""rag_ms"": 374.78, ""chunks_retrieved"": ""ManualTecnico_PrenatalPuerperio#p143:ManualTecnico PrenatalPuerperio;ManualTecnico_PrenatalPuerperio#p145:ManualTecnico PrenatalPuerperio;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023#p103:GuiaPreNatalDoParceiro ProfissionaisSaude 2023;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p347:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualTecnico_PrenatalPuerperio#p141:ManualTecnico PrenatalPuerperio;ManualTecnico_PrenatalPuerperio#p144:ManualTecnico PrenatalPuerperio"", ""response_len"": 1358, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 11783687361, ""ollama_eval_count"": 339, ""ollama_eval_duration_ns"": 10576470495, ""gen_tokens_per_sec"": 32.052, ""rag_mode"": ""on""}"
Q005,medium,ollama,off,false,true,false,,3 doses,false,,11537.6,437.0,32.092,"Para gestantes nunca vacinadas, o esquema recomendado é de **duas doses** de tétano (dT) administradas com intervalo de pelo menos 30 dias entre elas [1].  **Com base nos trechos recuperados:** *   O ","{""latency_ms"": 11537.6, ""ttft_ms"": 437.0, ""response_len"": 1539, ""ollama_total_duration_ns"": 11467658692, ""ollama_eval_count"": 352, ""ollama_eval_duration_ns"": 10968345390, ""gen_tokens_per_sec"": 32.092, ""rag_mode"": ""off""}"
Q005,medium,gemini,on,false,true,false,,3 doses,false,369.9,3788.6,2690.7,344.872,"**Com base nos trechos recuperados:**  *   Para gestantes sem nenhuma dose registrada, deve-se iniciar o esquema com três doses da vacina dT [3]. *   O esquema deve ser iniciado o mais precocemente po","{""latency_ms"": 3788.6, ""ttft_ms"": 2690.7, ""rag_ms"": 369.944, ""chunks_retrieved"": ""ManualTecnico_PrenatalPuerperio#p145:ManualTecnico PrenatalPuerperio;ManualTecnico_PrenatalPuerperio#p143:ManualTecnico PrenatalPuerperio;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p347:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023#p103:GuiaPreNatalDoParceiro ProfissionaisSaude 2023;ManualTecnico_PrenatalPuerperio#p141:ManualTecnico PrenatalPuerperio;ManualTecnico_PrenatalPuerperio#p144:ManualTecnico PrenatalPuerperio"", ""response_len"": 1179, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 344.872, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q006,medium,ollama,on,false,true,false,,imunização antitetânica,false,369.9,12581.3,2525.5,32.075,"**Com base nos trechos recuperados:** O Caderno de Atenção Básica de 2012 (trecho [1]) orienta especificamente o encaminhamento para a administração de **Imunoglobulina** no pós-parto, caso o recém-na","{""latency_ms"": 12581.3, ""ttft_ms"": 2525.5, ""rag_ms"": 369.882, ""chunks_retrieved"": ""CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p601:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualTecnico_PrenatalPuerperio#p146:ManualTecnico PrenatalPuerperio;ManualGestacaoAltoRisco_2022#p773:ManualGestacaoAltoRisco 2022;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p128:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014#p11:ManualTecnico OficinaAtualizacaoEmPreNatal ProfissionaisAtencaoBasica 2014;ManualGestacaoAltoRisco_2022#p757:ManualGestacaoAltoRisco 2022"", ""response_len"": 1203, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 10986315204, ""ollama_eval_count"": 319, ""ollama_eval_duration_ns"": 9945376877, ""gen_tokens_per_sec"": 32.075, ""rag_mode"": ""on""}"
Q006,medium,ollama,off,false,true,false,,imunização antitetânica,false,,14801.0,446.2,32.285,"O Caderno de Atenção Básica (CAB) 2012 orienta o encaminhamento da gestante para vacinação contra a **Difteria, Tétano e Coqueluche (dTpa)** quando indicado, preferencialmente entre a 27ª e 36ª semana","{""latency_ms"": 14801.0, ""ttft_ms"": 446.2, ""response_len"": 1895, ""ollama_total_duration_ns"": 14736417654, ""ollama_eval_count"": 458, ""ollama_eval_duration_ns"": 14186219594, ""gen_tokens_per_sec"": 32.285, ""rag_mode"": ""off""}"
Q006,medium,gemini,on,false,true,false,,imunização antitetânica,false,368.2,3838.9,2599.4,382.051,"O documento citado (Caderno de Atenção Básica nº 32/2012) não detalha o calendário de imunização completo, focando especificamente no manejo da gestante Rh negativo [1].  **Com base nos trechos recupe","{""latency_ms"": 3838.9, ""ttft_ms"": 2599.4, ""rag_ms"": 368.159, ""chunks_retrieved"": ""CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p601:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;ManualTecnico_PrenatalPuerperio#p146:ManualTecnico PrenatalPuerperio;ManualGestacaoAltoRisco_2022#p773:ManualGestacaoAltoRisco 2022;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024#p31:GuiaDeAtencaoSaudeDaGestante CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante 2024;ManualTecnico_PrenatalPuerperio#p534:ManualTecnico PrenatalPuerperio;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023#p91:GuiaPreNatalDoParceiro ProfissionaisSaude 2023"", ""response_len"": 1326, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 382.051, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q007,medium,ollama,on,false,true,true,influenza;vacina,,false,372.0,18469.6,3213.2,32.007,"Não há informação suficiente no contexto fornecido para confirmar se o documento ""ManualGestacaoAltoRisco_2022.pdf"" aborda especificamente imunizações, pois os trechos recuperados não citam este títul","{""latency_ms"": 18469.6, ""ttft_ms"": 3213.2, ""rag_ms"": 372.004, ""chunks_retrieved"": ""GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p267:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualTecnico_PrenatalPuerperio#p146:ManualTecnico PrenatalPuerperio;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023#p93:GuiaPreNatalDoParceiro ProfissionaisSaude 2023;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023#p103:GuiaPreNatalDoParceiro ProfissionaisSaude 2023;CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p116:CadernoDeAtencaoAoPreNatal RiscoHabitual ;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p357:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012"", ""response_len"": 1822, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 16312753826, ""ollama_eval_count"": 483, ""ollama_eval_duration_ns"": 15090386815, ""gen_tokens_per_sec"": 32.007, ""rag_mode"": ""on""}"
Q007,medium,ollama,off,false,true,true,influenza;vacina,,false,,9905.7,429.2,32.239,"Não há informação suficiente para confirmar se o documento específico ""ManualGestacaoAltoRisco_2022.pdf"" aborda imunizações, pois nenhum trecho desse manual foi injetado no contexto desta consulta.  *","{""latency_ms"": 9905.7, ""ttft_ms"": 429.2, ""response_len"": 1309, ""ollama_total_duration_ns"": 9830342609, ""ollama_eval_count"": 302, ""ollama_eval_duration_ns"": 9367462814, ""gen_tokens_per_sec"": 32.239, ""rag_mode"": ""off""}"
Q007,medium,gemini,on,false,true,true,vacina,,false,366.0,3731.2,2717.8,363.424,"Não há informação suficiente nos trechos fornecidos para confirmar se o documento ""ManualGestacaoAltoRisco_2022.pdf"" aborda imunizações.  **Com base nos trechos recuperados:** *   Os documentos dispon","{""latency_ms"": 3731.2, ""ttft_ms"": 2717.8, ""rag_ms"": 365.985, ""chunks_retrieved"": ""CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p357:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p267:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p110:CadernoDeAtencaoAoPreNatal RiscoHabitual ;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p92:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p355:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023#p93:GuiaPreNatalDoParceiro ProfissionaisSaude 2023"", ""response_len"": 1223, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 363.424, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q008,easy,ollama,on,false,true,true,hepatite B,,false,374.1,16645.1,2575.6,32.117,"Sim, o Caderno de Atenção Básica (CAB) 2012 orienta explicitamente a vacinação contra hepatite B para gestantes não vacinadas ou com esquema incompleto.  *   A vacina é recomendada após o primeiro tri","{""latency_ms"": 16645.1, ""ttft_ms"": 2575.6, ""rag_ms"": 374.14, ""chunks_retrieved"": ""CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p109:CadernoDeAtencaoAoPreNatal RiscoHabitual ;ManualGestacaoAltoRisco_2022#p745:ManualGestacaoAltoRisco 2022;CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p110:CadernoDeAtencaoAoPreNatal RiscoHabitual ;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p352:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p267:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p107:CadernoDeAtencaoAoPreNatal RiscoHabitual "", ""response_len"": 1844, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 15138297799, ""ollama_eval_count"": 447, ""ollama_eval_duration_ns"": 13917648438, ""gen_tokens_per_sec"": 32.117, ""rag_mode"": ""on""}"
Q008,easy,ollama,off,false,true,true,hepatite B,,false,,10656.4,437.6,32.257,"Sim, o Caderno de Atenção Básica (CAB) 2012 orienta a vacinação contra hepatite B durante o pré-natal, especialmente para gestantes não vacinadas anteriormente ou com sorologia positiva para HBsAg.  *","{""latency_ms"": 10656.4, ""ttft_ms"": 437.6, ""response_len"": 1413, ""ollama_total_duration_ns"": 10572604411, ""ollama_eval_count"": 326, ""ollama_eval_duration_ns"": 10106428408, ""gen_tokens_per_sec"": 32.257, ""rag_mode"": ""off""}"
Q008,easy,gemini,on,false,true,true,hepatite B,,false,367.0,3551.1,2524.8,409.219,"Sim, o Caderno de Atenção Básica (CAB) 2012 orienta a vacinação contra hepatite B para gestantes não vacinadas, visando prevenir a infecção da gestante e a transmissão vertical [5].  **Com base nos tr","{""latency_ms"": 3551.1, ""ttft_ms"": 2524.8, ""rag_ms"": 366.982, ""chunks_retrieved"": ""CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p109:CadernoDeAtencaoAoPreNatal RiscoHabitual ;ManualGestacaoAltoRisco_2022#p745:ManualGestacaoAltoRisco 2022;CadernoDeAtencaoAoPreNatal_RiscoHabitual_#p110:CadernoDeAtencaoAoPreNatal RiscoHabitual ;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p267:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p352:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012#p828:CadernosDeAtencaoBasica AtencaoAoPreNatalDeBaixoRisco 2012"", ""response_len"": 1303, ""n_rag_chunks"": 6, ""gen_tokens_per_sec"": 409.219, ""tok_s_estimated"": true, ""rag_mode"": ""on""}"
Q009,medium,ollama,on,false,true,false,,cefaleia;distúrbios visuais,false,378.7,14741.6,2005.6,32.082,"Não há informação suficiente no contexto fornecido para citar dois sinais específicos de encefalopatia hipertensiva, pois o documento recuperado foca na definição de crise hipertensiva e no manejo de ","{""latency_ms"": 14741.6, ""ttft_ms"": 2005.6, ""rag_ms"": 378.737, ""chunks_retrieved"": ""GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p124:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualGestacaoAltoRisco_2022#p1:ManualGestacaoAltoRisco 2022;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024#p289:GuiaDoPreNatal PuerperioNaAtencaoPrimariaSaude 2024;ManualGestacaoAltoRisco_2022#p398:ManualGestacaoAltoRisco 2022;ManualGestacaoAltoRisco_2022#p1247:ManualGestacaoAltoRisco 2022;ManualGestacaoAltoRisco_2022#p1232:ManualGestacaoAltoRisco 2022"", ""response_len"": 1543, ""n_rag_chunks"": 6, ""ollama_total_duration_ns"": 13801739579, ""ollama_eval_count"": 404, ""ollama_eval_duration_ns"": 12592720812, ""gen_tokens_per_sec"": 32.082, ""rag_mode"": ""on""}"
Q009,medium,ollama,off,false,true,false,cefaleia,distúrbios visuais,false,,10945.1,425.5,32.135,"Não há informação suficiente para citar sinais específicos de encefalopatia hipertensiva neste caso, pois o contexto fornecido não contém trechos do documento ""ManualGestacaoAltoRisco_2022.pdf"" nem da","{""latency_ms"": 10945.1, ""ttft_ms"": 425.5, ""response_len"": 1384, ""ollama_total_duration_ns"": 10870990848, ""ollama_eval_count"": 334, ""ollama_eval_duration_ns"": 10393500481, ""gen_tokens_per_sec"": 32.135, ""rag_mode"": ""off""}"
